"First Name","Last Name","Current Company","Current Title","Happenstance URL","LinkedIn URL","Twitter URL","Trait: GP/Partner/Angel","Trait: Series A Lead","Trait: AI/B2B/SaaS Focus","Trait: US/West Coast","Trait: Excl. Non-VC/Niche","Quotes","Mutuals"
"Min","Park","KRS Ventures","Founder and Managing Partner","https://happenstance.ai/u/a6133e3a-beec-483e-bdee-b68ff3013d95","https://www.linkedin.com/in/min-park-b7785a","","Yes","Yes","Yes","Yes","Yes","He works at a pure‑play VC fund and not at any of the excluded organization types.
He’s based in Palo Alto, California, which is on the West Coast of the United States.
Min is the Founder and Managing Partner at KRS Ventures, a venture capital fund, which matches the partner/MD role and he writes large‑check investments.
KRS Ventures targets early‑to‑mid‑stage startups and makes $5‑7M Series A checks, so he works at a fund that leads rounds of the required size. (2021 - Present)
His firm invests in AI, data science, mobility, robotics and automation, and his background includes strategic investments in AI‑related sectors. (2021 - Present)
Min brings >20 years of VC and corporate development experience, previously leading SK Telecom’s $100M venture fund and serving on multiple Silicon Valley board seats.","Harry Wetherall via LinkedIn"
"Marcie","Vu","Greycroft","Partner","https://happenstance.ai/u/c4aa3d5b-0cc2-4595-a137-cf4c7bf52e17","https://www.linkedin.com/in/marcievu","","Yes","Yes","Yes","Yes","Yes","Marcie’s location is listed as San Francisco, California.
Greycroft regularly leads Series A rounds with checks in the $500 K‑$10 M range.
Marcie is a Partner at Greycroft, a venture capital firm, and also makes direct investments as an investor.
She sits on boards and invests in multiple AI‑focused companies (Contextual AI, Reken, Applied Intuition, etc.).
All her current roles are with VC funds or portfolio companies, not with accelerators, PE, or other excluded entities.
She combines a senior VC partnership with multiple board seats in cutting‑edge AI startups, giving her deep deal‑flow and sector expertise.","Harry Wetherall via LinkedIn"
"Victor","Orlovski","R136 Ventures","Managing Partner","https://happenstance.ai/u/c794ca47-d168-4adf-a46a-7f45da782a24","https://www.linkedin.com/in/victor-orlovski-45bb23a5","","Yes","Yes","Yes","Yes","Yes","Victor’s location is listed as Menlo Park, California, placing him on the West Coast.
Victor is Managing Partner at R136 Ventures, a VC firm, which matches the partner/GP role the user seeks.
He works at a pure‑play VC firm, not an accelerator, PE, hedge fund, or sector‑only shop, so he does not violate the exclusions.
R136 Ventures invests in and leads Series A rounds with checks up to $10M, so his fund meets the check‑size criteria. (2023 - Present)
Victor is a WSJ bestselling author on digital transformation and co‑founder of an investor club, adding credibility and a broad network.
His firm’s portfolio includes AI, fintech, B2B SaaS and data‑infrastructure companies, showing relevant investment experience. (2023 - Present)","Zamir Shukho via Google Contacts"
"Rebecca","Lynn","Morgenthaler Ventures","General Partner","https://happenstance.ai/u/d0fc3c92-208d-4980-82b4-d67e0ea1e713","https://www.linkedin.com/in/lynnra","https://twitter.com/VCRebecca","Yes","Yes","Yes","Yes","Yes","She’s based in San Francisco, California, placing her on the West Coast/Bay Area.
Her roles are at venture‑capital firms and board seats, not at accelerators, PE, hedge funds, or sector‑exclusive funds.
Her track record includes AI‑focused companies like Luminar and fintech/enterprise SaaS firms such as Doximity and Check.
Morgenthaler Ventures invests in early‑stage rounds and regularly leads Series A deals with check sizes in the $500K‑$10M range.
Rebecca is a five‑time Forbes Midas List honoree, recognized as a top woman VC, and has led iconic exits like Lending Club and Doximity.
Rebecca is a General Partner at Morgenthaler Ventures and also Managing Director at Canvas Prime, both venture‑capital roles that can write $500K+ checks.","Harry Wetherall via LinkedIn"
"Raymond","Liao","Samsung NEXT","Founding Managing Director","https://happenstance.ai/u/6295de0f-8165-4a90-ba32-65470090e932","https://www.linkedin.com/in/raymondliao","","Yes","Yes","Yes","Yes","Yes","He is based in Mountain View, California, squarely on the West Coast.
His roles are with venture funds and portfolio companies, not with accelerators, PE, hedge funds, or sector‑only funds. (2012 - Present)
His portfolio includes many AI, machine‑learning, enterprise SaaS and B2B companies such as Liquid AI, Stability AI, Field AI, etc. (2012 - Present)
Samsung NEXT actively makes early‑stage investments and often leads or co‑leads Series A rounds with checks in the $500K‑$10M range. (2012 - Present)
Raymond is Founding Managing Director of Samsung NEXT, a corporate venture fund, and holds multiple Investor titles, fitting the partner/MD role. (2012 - Present)
Raymond founded and runs Samsung NEXT, has built a large AI‑focused portfolio and sits on several board/observer roles, giving him deep network access. (2012 - Present)","Harry Wetherall via LinkedIn, Zamir Shukho via LinkedIn"
"Julien","Nguyen","IT-Farm Corporation","General Partner","https://happenstance.ai/u/877a5052-8991-4910-b46f-78e95e43f3a0","https://www.linkedin.com/in/julien-nguyen","","Yes","Yes","Yes","Yes","Yes","Julien is based in Menlo Park, California, on the Bay Area West Coast.
His roles are with a VC firm and a board position, not with any of the excluded organization types.
Julien is a General Partner at IT‑Farm, a venture capital firm that makes early‑stage investments. (2020 - Present)
He leads investments in AI, machine learning, enterprise SaaS, fintech and related technology sectors. (2020 - Present)
He bridges Silicon Valley and Japan, creating global strategic partnerships and has a track record of exits. (2020 - Present)
IT‑Farm actively invests in early‑stage rounds and can lead Series A deals with checks up to several million dollars. (2020 - Present)","Harry Wetherall via LinkedIn"
"Naren","Ramaswamy","Alumni Ventures","Partner (now Advisor)","https://happenstance.ai/u/57cb4844-8e15-4cbd-9529-7c37fa7ec9b6","https://www.linkedin.com/in/narenramaswamy","","Yes","Yes","Yes","Yes","Yes","He’s based in San Francisco, California.
Naren is a Partner (now Advisor) at Alumni Ventures, a venture capital firm. (2022 - Present)
His current roles are at a VC firm and Google, not at any of the excluded organization types.
Alumni Ventures actively leads Series A rounds with checks in the $500K‑$10M range. (2022 - Present)
He also leads AI/TPU systems at Google and authored a piece on the bespoke economy, indicating deep AI expertise and thought leadership. (2025 - Present)
He sourced and led deals in AI/ML companies like Cohere and other B2B SaaS ventures, showing investment experience in AI and enterprise software. (2022 - Present)","Zamir Shukho via Google Contacts"
"Mani","Honigstein","Honeystone Ventures","Managing Partner","https://happenstance.ai/u/19cd9b5c-cdda-4b67-9703-59278065cde1","https://www.linkedin.com/in/manihonigstein","","Yes","Yes","Sort of","Yes","Yes","He is based in Palo Alto, California, placing him on the West Coast.
His roles are with venture capital funds, not accelerators, PE, crypto‑only or other excluded entities.
NeueCapital Partners focuses on Series A and B rounds for B2B software, which aligns with the desired check size range.
Mani is a Managing Partner at two venture capital firms and also holds several investor titles, fitting the partner/angel profile.
His investment focus includes early‑stage software and B2B companies, which often cover AI/ML, SaaS and fintech, though not explicitly listed.
Mani is a serial entrepreneur who co‑founded multiple tech companies and brings deep operational and investment experience across US and European markets.","Zamir Shukho via LinkedIn"
"Ramneek","Gupta","PruVen Capital","Founder and Managing Partner","https://happenstance.ai/u/a77273c1-9048-4803-8ffa-6548b00d436f","https://www.linkedin.com/in/ramneekgupta","","Yes","Sort of","Yes","Yes","Yes","He’s based in Palo Alto, California, which is on the West Coast Bay Area.
Ramneek is Founder and Managing Partner at PruVen Capital, a VC fund, and also an active angel investor writing large checks.
His roles are at a venture capital fund and as an angel investor, not at accelerators, PE, hedge funds, or other excluded entities.
He has backed AI‑focused companies such as Pismo (acquired by Visa), Datarobot, GovPort and other enterprise SaaS / fintech firms. (2010 - Present)
PruVen Capital runs a $300‑$378M fund that makes multi‑stage investments and has led Series A rounds in the past, so it likely writes $500K‑$10M checks. (2010 - Present)
He founded PruVen Capital, a sizable $300‑$378M VC vehicle focused on AI, fintech and enterprise SaaS, and has a strong track record of early‑stage investments. (2010 - Present)","Zamir Shukho via Google Contacts"
"Chase","Seklar","7GC & Co","Investor","https://happenstance.ai/u/9d9145c4-28db-4a46-aca0-47e100fa3c04","https://www.linkedin.com/in/chase-seklar","","Sort of","Yes","Yes","Yes","Yes","His basic info lists his location as the Los Angeles Metropolitan Area, which is on the West Coast of the United States.
His roles are with venture capital funds; there’s no indication he works for accelerators, PE, hedge funds, or sector‑exclusive firms.
He describes himself as investing in AI / infrastructure and his current role focuses on high‑growth tech, matching the target sectors.
7GC & Co invests in early‑growth technology companies and can lead Series A rounds with checks up to $10M, so his current fund fits the criteria. (2025 - Present)
Chase is listed as an Investor at 7GC & Co and LA Head at LGBT+ VC, but the resume does not specify a Partner, GP, or MD title, nor mention family‑office or angel activity.
He holds two current VC‑related titles, giving him both regional leadership (LA Head) and direct investment experience at 7GC, which could be valuable for sourcing a lead investor.","Zamir Shukho via LinkedIn"
"Dmitry","Smirnov","Flint Capital","Founding Partner","https://happenstance.ai/u/5f986402-693f-4800-be78-055a4d7f264f","https://www.linkedin.com/in/dmitrysmirnov2","","Yes","Yes","Yes","Sort of","Yes","At Flint Capital he leads Series A rounds with typical checks of $1‑5M, matching the $500K‑$10M range.
He manages >$400M AUM, has backed multiple unicorns and exits, and is recognized as a founder‑friendly investor.
He is based in Boston, United States, which satisfies the US location but not the West Coast/Bay Area preference.
Flint Capital’s focus includes AI, enterprise SaaS, fintech and data infrastructure, aligning with his investment experience.
His roles are at pure‑play VC firms, not at accelerators, PE, hedge funds or sector‑only funds, so he does not work at any excluded organization.
Dmitry is a Founding Partner at Flint Capital and also a VC/Business Angel at Ariocarpus VC, both qualifying as partner‑level investors who can write $500K+ checks.","Zamir Shukho via Google Contacts"
"Eva","Ho","Fika Ventures","General Partner","https://happenstance.ai/u/5b662901-82b6-471a-af7f-c6dc30d71c1a","https://www.linkedin.com/in/evaho1","https://twitter.com/eva_ho","Yes","Yes","Sort of","Yes","Yes","She is based in Los Angeles, California, which is on the US West Coast.
Her roles are with venture capital and advisory boards, not with accelerators, PE, hedge funds, or other excluded entities.
Eva is a founding member of All Raise and sits on several influential boards, giving her a broad network across the VC ecosystem.
Eva is a General Partner at Fika Ventures and also an active angel investor, both of which fit the partner/angel profile writing large Series A checks.
Fika Ventures is described as a seed fund that invests in early rounds and can lead with multi‑million‑dollar checks, matching the Series A lead criteria.
Eva’s fund focuses on data‑driven AI/automation startups and her personal investments include tech‑heavy companies, indicating experience in AI‑related sectors.","Harry Wetherall via LinkedIn"
"David","Hornik","August Capital","General Partner","https://happenstance.ai/u/09d49f65-5358-40ec-9463-4e8f3697d28e","https://www.linkedin.com/in/davidhornik","https://twitter.com/howardh","Yes","Yes","Sort of","Yes","Yes","He is based in the San Francisco Bay Area.
His roles are with VC funds and board positions, not with accelerators, PE, hedge funds, or sector‑only firms.
David is a General Partner at August Capital and a Founding Partner at Lobby Capital, both venture capital funds.
August Capital is an early‑stage VC that routinely leads Series A rounds with checks in the $500 K‑$10 M range. (2000 - Present)
David founded the first VC blog and podcast, and serves on multiple high‑growth tech boards, giving him deep industry insight and a strong network.
He invests broadly in enterprise SaaS, fintech and B2B software, which aligns with the target sectors; AI/ML is not explicitly listed but is common in his focus areas. (2021 - Present)","Harry Wetherall via LinkedIn"
"Ravi","Chiruvolu","Open Doors Partners","Partner","https://happenstance.ai/u/76ec896c-0a43-451e-999e-aee508d4f78d","https://www.linkedin.com/in/ravi-chiruvolu-95821b13","","Yes","Sort of","Yes","Yes","Yes","He is based in Los Altos, California, which is on the West Coast/Bay Area.
Ravi works at a VC fund and is not affiliated with accelerators, PE, hedge funds, or sector‑only firms.
Ravi is a Partner at Open Doors Partners, a venture capital fund, and he writes large checks as a lead investor.
He combines MIT engineering training, three decades of tech investing, and a mission‑driven focus on using blockchain and AI to level economic playing fields.
Ravi’s recent investments include AI‑heavy companies like OpenAI, Anthropic, Cerebras, and Replit, showing strong AI/ML and enterprise SaaS experience. (2026 - Present)
Open Doors Partners focuses on late‑stage investments and recent deals are large‑scale (e.g., SpaceX, OpenAI), so it’s unclear if they regularly lead $500K‑$10M Series A rounds. (2026 - Present)","Harry Wetherall via LinkedIn"
"Minsoo","Chi","Spider Capital","Partner","https://happenstance.ai/u/7edea63e-9a02-40a5-88ac-64796fae1e4f","https://www.linkedin.com/in/minsoochi","","Yes","Sort of","Yes","Yes","Yes","His current role is at a VC firm, not at any excluded organization type.
He’s based in San Francisco, California, satisfying the US West Coast location preference.
Minsoo is a Partner at Spider Capital, a venture capital firm, which satisfies the partner/GP requirement.
Minsoo’s portfolio includes AI‑focused companies like Hyro and Castellum.AI, showing AI/ML and enterprise SaaS experience.
He also serves as a board observer/director for multiple AI‑enabled startups, indicating deep operational insight and network in the target space.
Spider Capital focuses on seed‑stage and early‑stage enterprise/B2B deals, so it likely writes checks in the $500K‑$10M range, but the exact Series A lead role isn’t explicit. (2022 - Present)","Zamir Shukho via LinkedIn"
"Bill","Eichen","Gimmel Ventures","General Partner","https://happenstance.ai/u/83680ff3-c6ed-45a8-8943-4721a0bc5b82","https://www.linkedin.com/in/billeichen","","Yes","Sort of","Yes","Yes","Yes","He is based in Palo Alto, California, which is on the West Coast/Bay Area.
Bill is a General Partner at Gimmel Ventures, a venture capital fund, which matches the partner/GP role the user needs.
His current roles are at a VC fund, a corporate advisory, and a business‑development position—none of the excluded organizations.
Bill’s self‑description highlights experience in AI, machine learning, enterprise SaaS, B2B software, fintech and related domains.
Gimmel Ventures invests in early‑stage SaaS and AI companies and targets Series A‑type checks, so it likely leads rounds in the $500K‑$10M range. (2013 - Present)
Bill brings a strong technical background, has launched major hardware standards (USB‑C, HDMI, Bluetooth) and serves on multiple boards, indicating deep industry networks and execution expertise.","Harry Wetherall via LinkedIn"
"Miriam","Dong, MBA","ID3 Ventures","Founding Partner and Investor","https://happenstance.ai/u/95a4ce21-2eed-40c3-883a-d217ad26d784","https://linkedin.com/in/miriam-dong-46205227","","Yes","Sort of","Yes","Yes","Yes","Her basic info lists San Francisco, California, so she is based on the West Coast.
Miriam is a Founding Partner and Investor at ID3 Ventures, a venture capital fund. (2022 - Present)
She runs Virio, an AI‑tooling company for VCs, and invests in B2B SaaS, showing AI/ML and enterprise SaaS experience.
All current roles are at a VC fund, a women‑in‑VC group, a tech R&D org, and a VC cohort—none are accelerators, PE, or excluded entities.
She also leads GTM at Virio, pairing AI‑driven content with pipeline generation, and has deep founder‑to‑investor network across B2B SaaS.
ID3 Ventures focuses on B2B and enterprise deals and typically writes checks in the $500K‑$10M range, so she likely can lead a Series A of that size. (2022 - Present)","Zamir Shukho via LinkedIn"
"Antonio","Osio","ANIMO Ventures","General Partner","https://happenstance.ai/u/4f2759a6-81fd-41d8-977c-4060b5fcb25a","https://www.linkedin.com/in/antonioosio","https://twitter.com/Tono_Osio","Yes","Sort of","Yes","Sort of","Yes","He has invested in AI‑related companies such as Syncari, InOrbit, and many other SaaS/ML startups.
He is based in New York, United States, which meets the US location but not the West Coast/Bay Area preference.
ANIMO Ventures focuses on pre‑seed and seed rounds with checks of $500K‑$2.5M, not typical $5‑7M Series A leads.
His roles are with a VC fund and board positions, not with accelerators, PE, hedge funds, or sector‑exclusive firms.
Antonio is a General Partner at ANIMO Ventures, a venture capital fund, and also serves as a board observer for several startups.
Antonio is a Kauffman Fellow, MIT graduate, and holds multiple board observer roles, giving him deep network and operational insight across AI/robotics startups.","Zamir Shukho via Google Contacts"
"JC","Bahr-de Stefano","Better Tomorrow Ventures","Principal","https://happenstance.ai/u/c632175b-a099-49d7-91f9-a4bf15c73831","https://www.linkedin.com/in/jc-bahr-de-stefano-6a236a101","https://twitter.com/jbahrdestefano","Yes","Sort of","Yes","Sort of","Yes","He is based in New York, New York, which satisfies the U.S. location but not the West Coast/Bay Area preference.
John is a Principal at Better Tomorrow Ventures, an early‑stage fintech VC, and also holds multiple investor roles at seed‑stage funds.
He has extensive fintech and AI‑related investment experience, sourcing and leading deals in companies like Ethos, LogRock, and others. (2025 - Present)
His current roles are at venture capital funds, not at accelerators, PE, hedge funds, or sector‑exclusive firms, so he does not work at excluded organizations.
Better Tomorrow Ventures backs seed and pre‑seed fintech deals; the resume does not show clear evidence that the fund regularly leads Series A rounds with $5‑7M checks.
He is a prolific fintech author and community contributor, has sourced dozens of early‑stage deals, and writes a weekly fintech newsletter, indicating strong network and domain expertise.","Zamir Shukho via Google Contacts"
"Kurt","Keutzer","Self","Angel Investor and Advisor","https://happenstance.ai/u/a16be137-e7a7-404c-ab2d-f38df0a043f5","https://www.linkedin.com/in/kurtkeutzer","","Yes","No","Yes","Yes","Yes","He lives in El Cerrito, California, which is on the West Coast/Bay Area.
His roles are angel investing, co‑founding AI startups, and professorship – none of the excluded categories.
His investment portfolio includes AI, machine‑learning, enterprise SaaS, B2B and data‑infrastructure companies. (1997 - Present)
Kurt describes himself as an angel investor and advisor with active investments in many AI startups and writes sizable checks. (1997 - Present)
He has a long track record of AI research, multiple successful exits, and is a professor at UC Berkeley, adding deep technical credibility. (1997 - Present)","Harry Wetherall via LinkedIn"
"Kartik","Sathappan","Families Fund","General Partner","https://happenstance.ai/u/b3ce29d2-1fa4-4bdd-8b1b-ee5c5ffe5932","https://www.linkedin.com/in/kartiksathappan","","Yes","Yes","Yes","Yes","Yes","Kartik is based in San Francisco, California, which is on the West Coast.
He works at a venture fund, not at any of the excluded accelerator, PE, or sector‑only firms.
His fund’s thesis is “applied AI” and he invests in AI‑enabled startups, matching the AI/ML and enterprise SaaS focus.
He launched Families Fund, has 30+ investments and a unicorn, showing strong deal flow and credibility for a $10M Series A.
Families Fund backs pre‑seed and seed deals and aims to lead with high‑leverage checks, so it can plausibly lead a $5‑7M Series A.
Kartik is a General Partner at Families Fund and also an investor at Social Graph Ventures and an active angel, all of which fit the partner/angel profile.","Zamir Shukho via Google Contacts"
"Guy","Horowitz","ESH.vc","Managing Partner","https://happenstance.ai/u/c7a836e3-28a8-44c9-acd5-191d80a91b0a","https://www.linkedin.com/in/guyhorowitz","","Yes","Yes","Yes","Yes","Yes","Guy is based in the San Francisco Bay Area.
He works at funds that invest early‑stage and often lead Series A rounds with checks up to $10 M.
Guy is a Managing Partner at ESH.vc and a Venture Partner at 33N Ventures, both venture capital roles that can write large Series A checks.
He is employed at pure‑play VC firms, not at accelerators, PE, hedge funds, or sector‑only funds, so he does not work at excluded organizations.
Guy holds multiple concurrent investor roles, giving him a broad network across cybersecurity and AI startups and deep experience sourcing and closing Series A deals.
His portfolio includes AI‑focused companies (Abad.ai) and many B2B SaaS, data‑infrastructure and fintech‑adjacent startups, showing AI/enterprise SaaS investment experience.","Zamir Shukho via Google Contacts"
"Salil","Pitroda","Trinity Lane Capital","Managing Partner","https://happenstance.ai/u/52a3c113-64d2-485d-976f-8710d88825d6","https://www.linkedin.com/in/salilpitroda","https://twitter.com/spitroda","Yes","Yes","Yes","Yes","Yes","He lists his location as the San Francisco Bay Area, placing him on the West Coast.
Trinity Lane Capital makes Series A‑size investments (up to $10 M) in AI‑focused SaaS companies, so his fund does lead early‑stage rounds. (2018 - Present)
Salil also serves on boards of AI anti‑fraud and due‑diligence firms (Eftsure, Vcheck Global), giving him direct product and market insight into AI tooling for enterprises. (2022 - Present)
Salil is Managing Partner at Trinity Lane Capital, which functions as a venture‑style investment firm and he also sits on multiple boards, indicating he can act as a lead investor. (2018 - Present)
His work at Trinity Lane Capital includes portfolio companies such as Blockchain.com, iCertis, SnapLogic, Paystand and SentinelOne, showing deep AI/enterprise SaaS investment experience. (2018 - Present)
His roles are with a venture‑style fund, AI‑focused companies, and advisory councils—not with accelerators, PE, hedge funds or sector‑only firms, so he does not work at excluded organizations. (2018 - Present)","Harry Wetherall via LinkedIn"
"Erik","Torenberg","Village Global","Co-Founder and Partner","https://happenstance.ai/u/1477b83c-966a-4a21-b9ed-0f8e4a7fad31","https://www.linkedin.com/in/erik-torenberg-70864227","https://twitter.com/jsmittyfollowin","Yes","Yes","Yes","Yes","Yes","He is based in San Francisco, California, which is on the West Coast/Bay Area.
His current roles are at venture capital firms, not at accelerators, PE, hedge funds or sector‑only funds.
He works at Andreessen Horowitz and Village Global, funds that regularly lead Series A rounds with $500K‑$10M checks.
Erik also hosts multiple venture‑focused podcasts and has a strong network of founder‑entrepreneur investors, adding extra outreach value.
Erik is a General Partner at Andreessen Horowitz and a Co‑Founder/Partner at Village Global, both VC funds that make $500K+ Series A checks, and he also invests as an angel.
His investment list includes AI‑focused companies like Scale AI, Perplexity, Replit and enterprise SaaS firms, showing experience in AI, ML, SaaS, B2B and fintech. (2025 - Present)","Harry Wetherall via LinkedIn"
"Byron","Deeter","Bessemer Venture Partners","Partner","https://happenstance.ai/u/089643e7-e7d4-453c-894b-58cc1719db21","https://www.linkedin.com/in/byrondeeter","https://twitter.com/bdeeter","Yes","Yes","Yes","Yes","Yes","Bessemer regularly leads Series A rounds with checks in the $5‑7 M range.
Byron lives in Atherton, California, placing him on the West Coast/Bay Area.
His roles are all at a traditional VC firm and various boards; he does not work for accelerators, PE, hedge funds, or niche‑only funds.
Byron is a Partner at Bessemer Venture Partners, a VC fund that makes large Series A investments and he also writes personal angel checks.
He has a long track record investing in AI, enterprise SaaS, B2B software and data infrastructure (e.g., Anthropic, Intercom, LaunchDarkly).
He’s a seasoned investor with 26 unicorns, 13 IPOs, co‑author of Bessemer’s cloud laws, and sits on multiple high‑profile boards, indicating deep network and credibility.","Harry Wetherall via LinkedIn"
"Aditya","Singh","Cota Capital","General Partner","https://happenstance.ai/u/00e9fd76-fcbb-4b6a-94a7-f47ee442d3c3","https://www.linkedin.com/in/aditsingh","","Yes","Yes","Yes","Yes","Yes","He lists his location as San Francisco, California, placing him on the West Coast of the United States.
Aditya is a General Partner at Cota Capital, a venture capital fund, and also holds numerous investor titles that involve $500K+ checks.
Cota Capital and his other roles (e.g., Series A Investor at Cerebras, Auradine) regularly lead Series A rounds with checks in the $500K‑$10M range.
His portfolio includes AI/ML and enterprise SaaS companies such as Cerebras, Auditoria.AI, and Upscale AI, showing strong AI/enterprise SaaS investment experience.
All of his current roles are with venture capital funds or direct investments, not with accelerators, PE, hedge funds, or sector‑only firms, so he does not work at excluded organizations.
He has a broad, active portfolio across AI, security, and infrastructure, serves on multiple boards, and explicitly focuses on solving large‑scale problems with breakthrough tech, making him a high‑impact, well‑connected VC partner.","Harry Wetherall via LinkedIn"
"Razmig","Hovaghimian","Graph Ventures","Partner","https://happenstance.ai/u/90431098-9fd7-4695-97ce-a3a503e27af9","https://www.linkedin.com/in/razmigh","https://twitter.com/razmig7","Yes","Yes","Yes","Yes","Yes","He is based in San Francisco, California.
Graph Ventures regularly leads Series A rounds with checks in the $500K‑$10M range. (2014 - Present)
His roles are all within a VC fund, not an accelerator, PE, hedge fund, or sector‑specific shop. (2014 - Present)
Razmig is a Partner at Graph Ventures, a venture capital fund that makes early‑stage investments. (2014 - Present)
Razmig’s fund has backed many AI/ML and enterprise SaaS companies such as BetterUp, Birdies, and Papaya. (2014 - Present)
He also co‑founded Firebird AI, an AI software company, giving him deep product and market insight for the user’s AI tooling business.","Harry Wetherall via LinkedIn"
"Jake","Seid","Ballistic Ventures","Co-Founder and General Partner","https://happenstance.ai/u/ba6bd921-4aab-470b-bc48-b007e06bcd84","https://www.linkedin.com/in/jake1","https://twitter.com/JakeSeid","Yes","Yes","Yes","Yes","Yes","Jake’s basic info lists his location as the San Francisco Bay Area.
Ballistic Ventures focuses on early‑stage cyber investments and routinely leads Series A rounds with multi‑million‑dollar checks. (2021 - Present)
His portfolio includes AI‑based security, enterprise SaaS, fintech and data‑infrastructure companies, showing strong AI/enterprise SaaS experience. (2021 - Present)
All of his current roles are at venture funds or as board members, with no ties to accelerators, PE, crypto‑only or other excluded entities, so he does not work at excluded organizations.
Jake is a Co‑Founder and General Partner at Ballistic Ventures and also Founder and Managing Director at Stone Bridge Ventures, both venture firms that can write $500K+ checks. (2021 - Present)
Jake has an extensive network of board seats across dozens of high‑growth cyber and SaaS companies and manages a fund with >$800 M in assets, which is highly relevant for sourcing a $10 M Series A. (2021 - Present)","Harry Wetherall via LinkedIn"
"Michael","Silton","Act One Ventures LP","Managing Director","https://happenstance.ai/u/2a1a2a5f-a160-444e-b416-b8062acf67bd","https://www.linkedin.com/in/michaelsilton","https://twitter.com/MichaelSilton","Yes","Yes","Sort of","Yes","Yes","He is based in the San Francisco Bay Area.
He works at a pure‑play VC firm, not at any excluded organization type.
Michael is a Managing Director at a venture capital firm (Act One Ventures).
Act One Ventures invests in early‑stage rounds and can lead with checks of $5‑7M, fitting the $500K‑$10M Series A range. (2016 - Present)
The firm focuses on business software, ecommerce infrastructure, vertical SaaS and fintech, which aligns with enterprise SaaS and fintech; AI/ML is not explicitly mentioned. (2016 - Present)
Michael leads a $147 M venture fund, has founder experience, and focuses on early‑stage software investments, making him well‑positioned to champion a Series A AI tooling round. (2016 - Present)","Harry Wetherall via LinkedIn"
"Jacob","Shea","Structure Capital","Partner / Technical Operating Partner","https://happenstance.ai/u/56574bbd-698e-4b2f-81f2-2577309141c1","https://www.linkedin.com/in/jacobshea","","Yes","Sort of","Yes","Yes","Yes","He is located in the San Francisco Bay Area.
Jacob is a Partner at Structure Capital, a venture capital fund, and also makes seed investments, indicating he can write $500K+ checks.
Jacob works at a VC fund and holds board and advisory roles, none of which are accelerators, PE, hedge funds, or other excluded entities.
Structure Capital invests seed‑stage and has a growth fund, but the resume doesn’t state explicitly that it regularly leads Series A rounds with $5‑7M checks.
He also serves as an AI Engineer & Platform Strategist at Hey OBI, giving him deep technical expertise in building AI‑driven products alongside his investing background.
Jacob’s investment portfolio includes AI/ML and SaaS companies (BitGreen, Northbeam, Sunfish) and he builds AI systems at Hey OBI, showing strong AI/enterprise SaaS experience.","Zamir Shukho via LinkedIn"
"Vanessa","Larco","New Enterprise Associates (NEA)","Board Partner","https://happenstance.ai/u/a7ea1650-bfc4-4627-9f10-cb2db467a2d7","https://www.linkedin.com/in/vanessalarco","https://twitter.com/veelarco","Yes","Yes","Sort of","Yes","Yes","She is located in the San Francisco Bay Area.
Her roles are at a venture capital firm, not at any of the excluded organizations.
Vanessa is a Board Partner at NEA, a top venture capital firm, which matches the partner/GP role the user seeks.
Vanessa actively promotes diversity in VC and champions inclusive teams, which could add strategic value beyond capital.
Her VC background suggests exposure to AI/ML and enterprise SaaS investments, though the resume doesn’t list specific deals.
NEA regularly leads Series A rounds with checks in the $500K‑$10M range, so her current fund fits the check‑size requirement.","Harry Wetherall via LinkedIn"
"Dr.","Oleg Demidov","Beyond Earth Ventures","General Partner","https://happenstance.ai/u/bb694190-3dca-4bf0-b9b3-7d9bd211faf3","https://www.linkedin.com/in/dr-oleg-demidov-02193414","","Yes","Sort of","Yes","Yes","Yes","His basic info lists the San Francisco Bay Area as his location.
All current roles are at venture funds or mentorship programs, not at accelerators, PE, hedge funds, or sector‑exclusive firms.
He has built and invested in AI‑powered satellite data platforms and carbon‑SaaS companies, giving him strong AI/ML and enterprise SaaS experience.
He is a 2‑time founder‑operator with successful exits, deep‑tech expertise, and advises family offices, making him a strong operator‑investor for series‑A deals.
Oleg is a General Partner at Beyond Earth Ventures, a venture fund, and also holds multiple investor titles, matching the partner/GP requirement. (2024 - Present)
Beyond Earth Ventures invests in early‑stage deep‑tech deals and likely leads Series A rounds in the $500K‑$10M range, though the resume doesn’t state specific check sizes. (2024 - Present)","Harry Wetherall via LinkedIn, Zamir Shukho via Google Contacts"
"Joseph","Yeh","Tiger Eyes Capital","General Partner","https://happenstance.ai/u/0f47c48f-cd4a-4cce-a4d4-82ec1a9eca8c","https://www.linkedin.com/in/joe-yeh","","Yes","Sort of","Yes","Yes","Yes","He’s based in the San Francisco Bay Area.
Joseph is a General Partner at Tiger Eyes Capital, an early‑stage venture firm.
His current role is at a venture capital fund, not at any excluded organization type.
The firm’s focus on AI, machine learning, and data AI shows relevant investment experience.
Tiger Eyes Capital invests in early‑stage rounds and could lead a Series A, but the resume doesn’t state specific check sizes.
Joseph also serves as a talent advisor, career coach, mentor, and AI consultant, giving him deep networks in both talent and AI ecosystems.","Zamir Shukho via LinkedIn"
